Sample Nº,Date,Time,Milliseconds,Tensão [V],? Tensão [V],Corrente [?A],? Corrente [?A],Pressão [mBar],? Pressão [mBar]
1,16-11-2021,15:50:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,680,10E-6
2,16-11-2021,15:50:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,700,10E-6
3,16-11-2021,15:50:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,700,10E-6
4,16-11-2021,15:51:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
5,16-11-2021,15:51:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
6,16-11-2021,15:51:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
7,16-11-2021,15:51:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,700,10E-6
8,16-11-2021,15:51:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
9,16-11-2021,15:51:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,700,10E-6
10,16-11-2021,15:52:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
11,16-11-2021,15:52:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
12,16-11-2021,15:52:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
13,16-11-2021,15:52:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
14,16-11-2021,15:52:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
15,16-11-2021,15:52:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
16,16-11-2021,15:53:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
17,16-11-2021,15:53:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
18,16-11-2021,15:53:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
19,16-11-2021,15:53:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
20,16-11-2021,15:53:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
21,16-11-2021,15:53:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
22,16-11-2021,15:54:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
23,16-11-2021,15:54:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
24,16-11-2021,15:54:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
25,16-11-2021,15:54:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
26,16-11-2021,15:54:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
27,16-11-2021,15:54:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
28,16-11-2021,15:55:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
29,16-11-2021,15:55:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
30,16-11-2021,15:55:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,700,10E-6
31,16-11-2021,15:55:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
32,16-11-2021,15:55:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
33,16-11-2021,15:55:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
34,16-11-2021,15:56:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
35,16-11-2021,15:56:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
36,16-11-2021,15:56:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
37,16-11-2021,15:56:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
38,16-11-2021,15:56:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
39,16-11-2021,15:56:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
40,16-11-2021,15:57:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
41,16-11-2021,15:57:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
42,16-11-2021,15:57:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1E3,10E-6
43,16-11-2021,15:57:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,190,10E-6
44,16-11-2021,15:57:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,82,10E-6
45,16-11-2021,15:57:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,59,10E-6
46,16-11-2021,15:58:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,45,10E-6
47,16-11-2021,15:58:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,37,10E-6
48,16-11-2021,15:58:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,33,10E-6
49,16-11-2021,15:58:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,28,10E-6
50,16-11-2021,15:58:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,23,10E-6
51,16-11-2021,15:58:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,19,10E-6
52,16-11-2021,15:59:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,17,10E-6
53,16-11-2021,15:59:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,15,10E-6
54,16-11-2021,15:59:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,13,10E-6
55,16-11-2021,15:59:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,10,10E-6
56,16-11-2021,15:59:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,"9,2",10E-6
57,16-11-2021,15:59:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,"7,9",10E-6
58,16-11-2021,16:00:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,"6,4",10E-6
59,16-11-2021,16:00:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,"5,1",10E-6
60,16-11-2021,16:00:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,"3,8",10E-6
61,16-11-2021,16:00:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,"3,1",10E-6
62,16-11-2021,16:00:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,"2,4",10E-6
63,16-11-2021,16:00:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,"1,9",10E-6
64,16-11-2021,16:01:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,"1,6",10E-6
65,16-11-2021,16:01:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,"1,3",10E-6
66,16-11-2021,16:01:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,"1,1",10E-6
67,16-11-2021,16:01:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,950E-3,10E-6
68,16-11-2021,16:01:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,830E-3,10E-6
69,16-11-2021,16:01:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,730E-3,10E-6
70,16-11-2021,16:02:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,660E-3,10E-6
71,16-11-2021,16:02:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,600E-3,10E-6
72,16-11-2021,16:02:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,550E-3,10E-6
73,16-11-2021,16:02:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,510E-3,10E-6
74,16-11-2021,16:02:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,470E-3,10E-6
75,16-11-2021,16:02:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,530E-3,10E-6
76,16-11-2021,16:03:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,530E-3,10E-6
77,16-11-2021,16:03:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,530E-3,10E-6
78,16-11-2021,16:03:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,530E-3,10E-6
79,16-11-2021,16:03:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,540E-3,10E-6
80,16-11-2021,16:03:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,540E-3,10E-6
81,16-11-2021,16:03:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,540E-3,10E-6
82,16-11-2021,16:04:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,550E-3,10E-6
83,16-11-2021,16:04:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,550E-3,10E-6
84,16-11-2021,16:04:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,550E-3,10E-6
85,16-11-2021,16:04:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,560E-3,10E-6
86,16-11-2021,16:04:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,560E-3,10E-6
87,16-11-2021,16:04:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,560E-3,10E-6
88,16-11-2021,16:05:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,560E-3,10E-6
89,16-11-2021,16:05:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,570E-3,10E-6
90,16-11-2021,16:05:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,570E-3,10E-6
91,16-11-2021,16:05:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,570E-3,10E-6
92,16-11-2021,16:05:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,570E-3,10E-6
93,16-11-2021,16:05:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,580E-3,10E-6
94,16-11-2021,16:06:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,580E-3,10E-6
95,16-11-2021,16:06:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,580E-3,10E-6
96,16-11-2021,16:06:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,580E-3,10E-6
97,16-11-2021,16:06:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,590E-3,10E-6
98,16-11-2021,16:06:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,590E-3,10E-6
99,16-11-2021,16:06:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,590E-3,10E-6
100,16-11-2021,16:07:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,590E-3,10E-6
101,16-11-2021,16:07:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,590E-3,10E-6
102,16-11-2021,16:07:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,600E-3,10E-6
103,16-11-2021,16:07:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,600E-3,10E-6
104,16-11-2021,16:07:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,600E-3,10E-6
105,16-11-2021,16:07:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,600E-3,10E-6
106,16-11-2021,16:08:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,610E-3,10E-6
107,16-11-2021,16:08:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,610E-3,10E-6
108,16-11-2021,16:08:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,610E-3,10E-6
109,16-11-2021,16:08:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,610E-3,10E-6
110,16-11-2021,16:08:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,620E-3,10E-6
111,16-11-2021,16:08:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,620E-3,10E-6
112,16-11-2021,16:09:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,620E-3,10E-6
113,16-11-2021,16:09:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,630E-3,10E-6
114,16-11-2021,16:09:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,630E-3,10E-6
115,16-11-2021,16:09:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,630E-3,10E-6
116,16-11-2021,16:09:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,630E-3,10E-6
117,16-11-2021,16:09:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,640E-3,10E-6
118,16-11-2021,16:10:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,640E-3,10E-6
119,16-11-2021,16:10:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,640E-3,10E-6
120,16-11-2021,16:10:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,650E-3,10E-6
121,16-11-2021,16:10:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,650E-3,10E-6
122,16-11-2021,16:10:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,650E-3,10E-6
123,16-11-2021,16:10:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,650E-3,10E-6
124,16-11-2021,16:11:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,660E-3,10E-6
125,16-11-2021,16:11:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,660E-3,10E-6
126,16-11-2021,16:11:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,660E-3,10E-6
127,16-11-2021,16:11:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,660E-3,10E-6
128,16-11-2021,16:11:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,670E-3,10E-6
129,16-11-2021,16:11:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,670E-3,10E-6
130,16-11-2021,16:12:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,670E-3,10E-6
131,16-11-2021,16:12:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,670E-3,10E-6
132,16-11-2021,16:12:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,680E-3,10E-6
133,16-11-2021,16:12:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,680E-3,10E-6
134,16-11-2021,16:12:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,680E-3,10E-6
135,16-11-2021,16:12:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,680E-3,10E-6
136,16-11-2021,16:13:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,690E-3,10E-6
137,16-11-2021,16:13:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,690E-3,10E-6
138,16-11-2021,16:13:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,690E-3,10E-6
139,16-11-2021,16:13:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,690E-3,10E-6
140,16-11-2021,16:13:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,690E-3,10E-6
141,16-11-2021,16:13:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,700E-3,10E-6
142,16-11-2021,16:14:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,700E-3,10E-6
143,16-11-2021,16:14:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,700E-3,10E-6
144,16-11-2021,16:14:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,710E-3,10E-6
145,16-11-2021,16:14:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,710E-3,10E-6
146,16-11-2021,16:14:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,710E-3,10E-6
147,16-11-2021,16:14:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,720E-3,10E-6
148,16-11-2021,16:15:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,720E-3,10E-6
149,16-11-2021,16:15:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,720E-3,10E-6
150,16-11-2021,16:15:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,730E-3,10E-6
151,16-11-2021,16:15:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,730E-3,10E-6
152,16-11-2021,16:15:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,730E-3,10E-6
153,16-11-2021,16:15:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,740E-3,10E-6
154,16-11-2021,16:16:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,740E-3,10E-6
155,16-11-2021,16:16:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,740E-3,10E-6
156,16-11-2021,16:16:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,750E-3,10E-6
157,16-11-2021,16:16:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,750E-3,10E-6
158,16-11-2021,16:16:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,750E-3,10E-6
159,16-11-2021,16:16:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,750E-3,10E-6
160,16-11-2021,16:17:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,760E-3,10E-6
161,16-11-2021,16:17:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,760E-3,10E-6
162,16-11-2021,16:17:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,760E-3,10E-6
163,16-11-2021,16:17:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,770E-3,10E-6
164,16-11-2021,16:17:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,770E-3,10E-6
165,16-11-2021,16:17:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,770E-3,10E-6
166,16-11-2021,16:18:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,780E-3,10E-6
167,16-11-2021,16:18:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,780E-3,10E-6
168,16-11-2021,16:18:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,780E-3,10E-6
169,16-11-2021,16:18:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,780E-3,10E-6
170,16-11-2021,16:18:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,790E-3,10E-6
171,16-11-2021,16:18:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,790E-3,10E-6
172,16-11-2021,16:19:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,790E-3,10E-6
173,16-11-2021,16:19:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,800E-3,10E-6
174,16-11-2021,16:19:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,800E-3,10E-6
175,16-11-2021,16:19:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,800E-3,10E-6
176,16-11-2021,16:19:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,800E-3,10E-6
177,16-11-2021,16:19:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,810E-3,10E-6
178,16-11-2021,16:20:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,810E-3,10E-6
179,16-11-2021,16:20:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,810E-3,10E-6
180,16-11-2021,16:20:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,810E-3,10E-6
181,16-11-2021,16:20:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,820E-3,10E-6
182,16-11-2021,16:20:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,820E-3,10E-6
183,16-11-2021,16:20:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,820E-3,10E-6
184,16-11-2021,16:21:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,830E-3,10E-6
185,16-11-2021,16:21:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,830E-3,10E-6
186,16-11-2021,16:21:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,830E-3,10E-6
187,16-11-2021,16:21:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,830E-3,10E-6
188,16-11-2021,16:21:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,830E-3,10E-6
189,16-11-2021,16:21:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,840E-3,10E-6
190,16-11-2021,16:22:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,840E-3,10E-6
191,16-11-2021,16:22:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,840E-3,10E-6
192,16-11-2021,16:22:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,850E-3,10E-6
193,16-11-2021,16:22:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,850E-3,10E-6
194,16-11-2021,16:22:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,850E-3,10E-6
195,16-11-2021,16:22:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,850E-3,10E-6
196,16-11-2021,16:23:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,850E-3,10E-6
197,16-11-2021,16:23:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,860E-3,10E-6
198,16-11-2021,16:23:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,860E-3,10E-6
199,16-11-2021,16:23:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,860E-3,10E-6
200,16-11-2021,16:23:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,860E-3,10E-6
201,16-11-2021,16:23:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,870E-3,10E-6
202,16-11-2021,16:24:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,870E-3,10E-6
203,16-11-2021,16:24:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,870E-3,10E-6
204,16-11-2021,16:24:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,870E-3,10E-6
205,16-11-2021,16:24:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,880E-3,10E-6
206,16-11-2021,16:24:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,880E-3,10E-6
207,16-11-2021,16:24:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,880E-3,10E-6
208,16-11-2021,16:25:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,880E-3,10E-6
209,16-11-2021,16:25:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,890E-3,10E-6
210,16-11-2021,16:25:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,890E-3,10E-6
211,16-11-2021,16:25:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,890E-3,10E-6
212,16-11-2021,16:25:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,890E-3,10E-6
213,16-11-2021,16:25:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,900E-3,10E-6
214,16-11-2021,16:26:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,900E-3,10E-6
215,16-11-2021,16:26:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,900E-3,10E-6
216,16-11-2021,16:26:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,900E-3,10E-6
217,16-11-2021,16:26:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,900E-3,10E-6
218,16-11-2021,16:26:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,910E-3,10E-6
219,16-11-2021,16:26:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,910E-3,10E-6
220,16-11-2021,16:27:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,910E-3,10E-6
221,16-11-2021,16:27:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,910E-3,10E-6
222,16-11-2021,16:27:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,910E-3,10E-6
223,16-11-2021,16:27:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,920E-3,10E-6
224,16-11-2021,16:27:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,920E-3,10E-6
225,16-11-2021,16:27:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,920E-3,10E-6
226,16-11-2021,16:28:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,920E-3,10E-6
227,16-11-2021,16:28:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,930E-3,10E-6
228,16-11-2021,16:28:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,930E-3,10E-6
229,16-11-2021,16:28:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,930E-3,10E-6
230,16-11-2021,16:28:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,930E-3,10E-6
231,16-11-2021,16:28:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,930E-3,10E-6
232,16-11-2021,16:29:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,940E-3,10E-6
233,16-11-2021,16:29:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,940E-3,10E-6
234,16-11-2021,16:29:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,940E-3,10E-6
235,16-11-2021,16:29:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,940E-3,10E-6
236,16-11-2021,16:29:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,940E-3,10E-6
237,16-11-2021,16:29:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,950E-3,10E-6
238,16-11-2021,16:30:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,950E-3,10E-6
239,16-11-2021,16:30:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,950E-3,10E-6
240,16-11-2021,16:30:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,950E-3,10E-6
241,16-11-2021,16:30:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,950E-3,10E-6
242,16-11-2021,16:30:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,960E-3,10E-6
243,16-11-2021,16:30:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,960E-3,10E-6
244,16-11-2021,16:31:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,960E-3,10E-6
245,16-11-2021,16:31:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,960E-3,10E-6
246,16-11-2021,16:31:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,960E-3,10E-6
247,16-11-2021,16:31:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,970E-3,10E-6
248,16-11-2021,16:31:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,970E-3,10E-6
249,16-11-2021,16:31:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,970E-3,10E-6
250,16-11-2021,16:32:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,970E-3,10E-6
251,16-11-2021,16:32:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,970E-3,10E-6
252,16-11-2021,16:32:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,980E-3,10E-6
253,16-11-2021,16:32:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,980E-3,10E-6
254,16-11-2021,16:32:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,980E-3,10E-6
255,16-11-2021,16:32:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,980E-3,10E-6
256,16-11-2021,16:33:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,980E-3,10E-6
257,16-11-2021,16:33:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,990E-3,10E-6
258,16-11-2021,16:33:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,990E-3,10E-6
259,16-11-2021,16:33:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,990E-3,10E-6
